Date,Adj Close
2022-06-01,138.184006
2022-06-02,138.584000
2022-06-03,139.667999
2022-06-06,140.188995
2022-06-07,141.304001
2022-06-08,142.104004
2022-06-09,144.070007
2022-06-10,142.729996
2022-06-13,141.404999
2022-06-14,139.792007
2022-06-15,141.214996
2022-06-16,140.218994
2022-06-17,139.664001
2022-06-20,141.914993
2022-06-21,142.106995
2022-06-22,143.518005
2022-06-23,143.679993
2022-06-24,141.845993
2022-06-27,142.697998
2022-06-28,143.294006
2022-06-29,143.158005
2022-06-30,142.677002
2022-07-01,142.264008
2022-07-04,140.893997
2022-07-05,141.716003
2022-07-06,139.007996
2022-07-07,138.449997
2022-07-08,138.186996
2022-07-11,138.556000
2022-07-12,138.009995
2022-07-13,137.145004
2022-07-14,138.078003
2022-07-15,139.328995
2022-07-18,139.636002
2022-07-19,140.229004
2022-07-20,141.384003
2022-07-21,140.916000
2022-07-22,140.126007
2022-07-25,139.031998
2022-07-26,139.468002
2022-07-27,138.735001
2022-07-28,138.910995
2022-07-29,136.973007
2022-08-01,136.154999
2022-08-02,135.001999
2022-08-03,135.444000
2022-08-04,136.061996
2022-08-05,135.899002
2022-08-08,137.358002
2022-08-09,137.494995
2022-08-10,138.013000
2022-08-11,136.807007
2022-08-12,137.253998
2022-08-15,136.677994
2022-08-16,135.311218
2022-08-17,136.572006
2022-08-18,137.328995
2022-08-19,137.011993
2022-08-22,137.514999
2022-08-23,136.699997
2022-08-24,136.276993
2022-08-25,136.639999
2022-08-26,136.166000
2022-08-29,137.300995
2022-08-30,138.731003
2022-08-31,139.070007
2022-09-01,139.832001
2022-09-02,139.404007
2022-09-05,139.203995
2022-09-06,139.727997
2022-09-07,141.679001
2022-09-08,144.056000
2022-09-09,143.990005
2022-09-12,143.604996
2022-09-13,144.423996
2022-09-14,144.104996
2022-09-15,142.669998
2022-09-16,143.190002
2022-09-19,143.076004
2022-09-20,143.636993
2022-09-21,143.177475
2022-09-22,141.873001
2022-09-23,139.998993
2022-09-26,139.001007
2022-09-27,139.003006
2022-09-28,138.832993
2022-09-29,140.173996
2022-09-30,141.962006
2022-10-03,141.804993
2022-10-04,142.082993
2022-10-05,143.554001
2022-10-06,143.147995
2022-10-07,141.970993
2022-10-10,141.617004
2022-10-11,141.442001
2022-10-12,141.490997
2022-10-13,142.442993
2022-10-14,143.889999
2022-10-17,144.748001
2022-10-18,146.636002
2022-10-19,147.169998
2022-10-20,146.311996
2022-10-21,146.841995
2022-10-24,145.727997
2022-10-25,147.179001
2022-10-26,147.431000
2022-10-27,147.464005
2022-10-28,145.792999
2022-10-31,147.138000
2022-11-01,147.029999
2022-11-02,146.123993
2022-11-03,145.126007
2022-11-04,144.662003
2022-11-07,145.785004
2022-11-08,146.886002
2022-11-09,146.455994
2022-11-10,146.468994
2022-11-11,144.442001
2022-11-14,144.128006
2022-11-15,144.580994
2022-11-16,143.929001
2022-11-17,144.800003
2022-11-18,145.481003
2022-11-21,144.888718
2022-11-22,145.574997
2022-11-23,145.544006
2022-11-24,145.065994
2022-11-25,144.248993
2022-11-28,144.589996
2022-11-29,143.477997
2022-11-30,143.235992
2022-12-01,143.162994
2022-12-02,142.283997
2022-12-05,141.781998
2022-12-06,143.432999
2022-12-07,143.283997
2022-12-08,143.373001
2022-12-09,144.223007
2022-12-12,143.839005
2022-12-13,144.944000
2022-12-14,144.067993
2022-12-15,144.498993
2022-12-16,146.551407
2022-12-19,144.544006
2022-12-20,145.363007
2022-12-21,140.128006
2022-12-22,140.389999
2022-12-23,140.283997
2022-12-26,140.940002
2022-12-27,141.250000
2022-12-28,141.975998
2022-12-29,142.455994
2022-12-30,141.694000
2023-01-02,140.309998
2023-01-03,139.649002
2023-01-04,138.408997
2023-01-05,140.253998
2023-01-06,140.259995
2023-01-09,140.507004
2023-01-10,141.373001
2023-01-11,141.852005
2023-01-12,141.992004
2023-01-13,140.274994
2023-01-16,138.578003
2023-01-17,138.960007
2023-01-18,138.401001
2023-01-19,138.792999
2023-01-20,139.067993
2023-01-23,140.649994
2023-01-24,141.972000
2023-01-25,141.792007
2023-01-26,141.139999
2023-01-27,141.393005
2023-01-30,141.162003
2023-01-31,141.569000
2023-02-01,141.300003
2023-02-02,141.636993
2023-02-03,140.380005
2023-02-06,142.436996
2023-02-07,142.279999
2023-02-08,140.598007
2023-02-09,140.787003
