Date,Close,Symbol,PositionRisk,PositionChange,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,AdjFactor,PositionOptimized,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Spread,Commission,CostPerTrade,multiple_EMA,multiple_DC,multiple_KF,multiple_TII,InstCapital,Exposure
2021-02-15,135.6,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-02-16,135.41671428571428,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.006546481789692038,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-02-17,135.23342857142856,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.006555348416879134,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-02-18,135.05014285714284,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.006564239094758583,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-02-19,134.86685714285716,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.006573153921325456,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-02-20,134.68357142857144,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.006582092995094975,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-02-21,134.50028571428572,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.006591056415124008,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-02-22,134.317,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.00660004428101967,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-02-23,134.17414285714287,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.005150476319773176,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-02-24,134.03128571428573,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.005155963028031927,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-02-25,133.8884285714286,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.0051614614385424315,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-02-26,133.74557142857142,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.005166971588781486,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-02-27,133.60271428571428,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.005172493516376342,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-02-28,133.45985714285715,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.0051780272591433986,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-01,133.317,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.005183572855032317,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-02,133.25071428571428,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.0024070646710919875,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-03,133.18442857142858,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.0024082623660058645,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-04,133.11814285714286,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.0024094612533979995,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-05,133.05185714285716,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.0024106613350480897,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-06,132.98557142857143,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.002411862612753026,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-07,132.91928571428573,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.002413065088283908,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-08,132.853,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.0024142687634462236,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-09,132.75528571428572,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.0035611627319643803,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-10,132.65757142857143,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.003563784884546024,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-11,132.55985714285714,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.003566410901450361,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-12,132.46214285714288,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.0035690407912362687,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-13,132.3644285714286,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.003571674562475522,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-14,132.2667142857143,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.003574312223761389,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-15,132.169,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.003576953783721528,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-16,132.21742857142857,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.001773118912358207,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-17,132.26585714285716,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.0017724695736529839,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-18,132.31428571428572,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.0017718207103588311,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-19,132.3627142857143,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.001771172321959895,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-20,132.41114285714286,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.0017705244079403214,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-21,132.45957142857145,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.0017698769677756587,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-22,132.508,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.001769230000945754,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-23,132.406,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.003727096524880018,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-24,132.304,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.0037299688295357567,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-25,132.202,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.0037328455647241653,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-26,132.10000000000002,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.0037357267406849456,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-27,131.99800000000002,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.0037386123677351788,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-28,131.89600000000002,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.00374150245617475,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-29,131.794,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.0037443970163637272,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-30,131.89514285714287,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.003712943561302424,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-03-31,131.99628571428573,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.0037100974078063584,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-04-01,132.0974285714286,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.0037072556143859002,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-04-02,132.19857142857143,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.003704418171054975,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
2021-04-03,132.2997142857143,zn,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.0037015850678232096,NA,1.061909,0,Future,1,0.01,0.01,0.03,0,0.015,NA,NA,NA,NA,0,NA
