Date,Close,Symbol,PositionRisk,PositionChange,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,AdjFactor,PositionOptimized,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Spread,Commission,CostPerTrade,multiple_EMA,multiple_DC,multiple_KF,multiple_TII,InstCapital,Exposure
2021-02-15,108.93,oj,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,1.050862,0.04,Future,0.01,300,0.01,0.6,0,0.3,NA,NA,NA,NA,1479.3600000000001,NA
2021-02-16,108.88857142857144,oj,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.0018411128749692906,NA,1.050862,0.04,Future,0.01,300,0.01,0.6,0,0.3,NA,NA,NA,NA,1479.3600000000001,NA
2021-02-17,108.84714285714286,oj,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.0018418134920279172,NA,1.050862,0.04,Future,0.01,300,0.01,0.6,0,0.3,NA,NA,NA,NA,1479.3600000000001,NA
2021-02-18,108.80571428571429,oj,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.001842514642518296,NA,1.050862,0.04,Future,0.01,300,0.01,0.6,0,0.3,NA,NA,NA,NA,1479.3600000000001,NA
2021-02-19,108.76428571428572,oj,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.0018432163270465552,NA,1.050862,0.04,Future,0.01,300,0.01,0.6,0,0.3,NA,NA,NA,NA,1479.3600000000001,NA
2021-02-20,108.72285714285715,oj,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.0018439185462231222,NA,1.050862,0.04,Future,0.01,300,0.01,0.6,0,0.3,NA,NA,NA,NA,1479.3600000000001,NA
2021-02-21,108.68142857142857,oj,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.0018446213006584244,NA,1.050862,0.04,Future,0.01,300,0.01,0.6,0,0.3,NA,NA,NA,NA,1479.3600000000001,NA
2021-02-22,108.64,oj,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.001845324590962889,NA,1.050862,0.04,Future,0.01,300,0.01,0.6,0,0.3,NA,NA,NA,NA,1479.3600000000001,NA
2021-02-23,108.63714285714286,oj,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-1.272897024293229e-4,NA,1.050862,0.04,Future,0.01,300,0.01,0.6,0,0.3,NA,NA,NA,NA,1479.3600000000001,NA
2021-02-24,108.63428571428571,oj,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-1.2729305017579405e-4,NA,1.050862,0.04,Future,0.01,300,0.01,0.6,0,0.3,NA,NA,NA,NA,1479.3600000000001,NA
