Date,Close,Symbol,PositionRisk,PositionChange,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,AdjFactor,PositionOptimized,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Decimals,Spread,Commission,CostPerTrade,multiple_EMA,multiple_DC,multiple_KF,multiple_TII,InstCapital,Exposure
2021-02-22,977.65,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-02-23,977.63,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-9.901395196948215e-5,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-02-24,977.61,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-9.901597758208424e-5,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-02-25,977.59,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-9.901800327636322e-5,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-02-26,977.5699999999999,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-9.902002905661788e-5,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-02-27,977.55,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-9.902205491425064e-5,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-02-28,977.53,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-9.902408086215785e-5,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-03-01,977.51,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-9.90261068831444e-5,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-03-02,977.0042857142857,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.002504619398659322,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-03-03,976.4985714285714,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.002505916168574842,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-03-04,975.9928571428571,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.002507214281993484,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-03-05,975.4871428571429,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.0025085137410044566,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-03-06,974.9814285714286,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.0025098145477055666,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-03-07,974.4757142857143,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.0025111167041860227,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-03-08,973.97,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.0025124202125565275,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-03-09,974.4221428571428,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.0022463357552279105,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-03-10,974.8742857142857,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.002245293671855144,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-03-11,975.3264285714286,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.0022442525548790116,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-03-12,975.7785714285715,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.00224321240296689,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-03-13,976.2307142857143,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.002242173214768961,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-03-14,976.6828571428572,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.0022411349889612,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-03-15,977.135,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.002240097724193788,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-03-16,977.5171428571429,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.0018924814411569813,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-03-17,977.8992857142857,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.0018917417539205416,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-03-18,978.2814285714286,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.001891002644685642,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-03-19,978.6635714285713,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.0018902641127687757,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-03-20,979.0457142857142,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.0018895261574950338,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-03-21,979.4278571428571,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.0018887887781852085,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
2021-03-22,979.81,sgd,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.0018880519741729883,NA,1.45736,0.016666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,NA,NA,NA,NA,857.5,NA
